Date,Adj Close,Close,High,Low,Open,Volume
1927-12-31,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0.0
1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0.0
1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0.0
1928-03-31,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0.0
1928-04-30,19.75,19.75,19.75,19.75,19.75,0.0
1928-05-31,20.0,20.0,20.0,20.0,20.0,0.0
1928-06-30,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,0.0
1928-07-31,19.43000030517578,19.43000030517578,19.43000030517578,19.43000030517578,19.43000030517578,0.0
1928-08-31,20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,0.0
1928-09-30,21.139999389648438,21.139999389648438,21.139999389648438,21.139999389648438,21.139999389648438,0.0
1928-10-31,21.68000030517578,21.68000030517578,21.68000030517578,21.68000030517578,21.68000030517578,0.0
1928-11-30,24.280000686645508,24.280000686645508,24.280000686645508,24.280000686645508,24.280000686645508,0.0
1928-12-31,24.350000381469727,24.350000381469727,24.350000381469727,24.350000381469727,24.350000381469727,0.0
1929-01-31,25.739999771118164,25.739999771118164,25.739999771118164,25.739999771118164,25.739999771118164,0.0
1929-02-28,25.59000015258789,25.59000015258789,25.59000015258789,25.59000015258789,25.59000015258789,0.0
1929-03-31,25.530000686645508,25.530000686645508,25.530000686645508,25.530000686645508,25.530000686645508,0.0
1929-04-30,25.940000534057617,25.940000534057617,25.940000534057617,25.940000534057617,25.940000534057617,0.0
1929-05-31,24.829999923706055,24.829999923706055,24.829999923706055,24.829999923706055,24.829999923706055,0.0
1929-06-30,27.40999984741211,27.40999984741211,27.40999984741211,27.40999984741211,27.40999984741211,0.0
1929-07-31,28.8799991607666,28.8799991607666,28.8799991607666,28.8799991607666,28.8799991607666,0.0
1929-08-31,31.709999084472656,31.709999084472656,31.709999084472656,31.709999084472656,31.709999084472656,0.0
1929-09-30,30.15999984741211,30.15999984741211,30.15999984741211,30.15999984741211,30.15999984741211,0.0
1929-10-31,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,0.0
1929-11-30,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,0.0
1929-12-31,21.450000762939453,21.450000762939453,21.450000762939453,21.450000762939453,21.450000762939453,0.0
1930-01-31,22.790000915527344,22.790000915527344,22.790000915527344,22.790000915527344,22.790000915527344,0.0
1930-02-28,23.280000686645508,23.280000686645508,23.280000686645508,23.280000686645508,23.280000686645508,0.0
1930-03-31,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,0.0
1930-04-30,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,0.0
1930-05-31,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,0.0
1930-06-30,20.459999084472656,20.459999084472656,20.459999084472656,20.459999084472656,20.459999084472656,0.0
1930-07-31,21.209999084472656,21.209999084472656,21.209999084472656,21.209999084472656,21.209999084472656,0.0
1930-08-31,21.3700008392334,21.3700008392334,21.3700008392334,21.3700008392334,21.3700008392334,0.0
1930-09-30,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,0.0
1930-10-31,16.940000534057617,16.940000534057617,16.940000534057617,16.940000534057617,16.940000534057617,0.0
1930-11-30,16.3799991607666,16.3799991607666,16.3799991607666,16.3799991607666,16.3799991607666,0.0
1930-12-31,15.34000015258789,15.34000015258789,15.34000015258789,15.34000015258789,15.34000015258789,0.0
1931-01-31,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,0.0
1931-02-28,18.030000686645508,18.030000686645508,18.030000686645508,18.030000686645508,18.030000686645508,0.0
1931-03-31,16.690000534057617,16.690000534057617,16.690000534057617,16.690000534057617,16.690000534057617,0.0
1931-04-30,15.09000015258789,15.09000015258789,15.09000015258789,15.09000015258789,15.09000015258789,0.0
